"File","Line","Content","ViolationType","ControlReference","Rule","Description","Suggestion"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\ApprovalScreen_SharePoint.yaml","5","OnVisible: =Set(varActiveScreen, ""Approval""); Set(varCurrentUser, LookUp(NguoiDung, Email = User().Email)); Set(varUserPermissions, LookUp(VaiTro, MaVaiTro = varCurrentUser.MaVaiTro).CacQuyen); Set(varApprovalWorkflow, Filter(QuyTrinhDuyet, And(MaDonVi = varCurrentUser.MaDonVi, DangHoatDong = true))); Set(varMyApprovalLevel, Switch(varCurrentUser.MaVaiTro, ""MANAGER"", 1, ""DIRECTOR"", 2, ""CEO"", 3, ""HR"", 99, 0)); Set(varPendingRequests, Filter(DonNghiPhep, Switch(varCurrentUser.MaVaiTro, ""MANAGER"", And(TrangThai = ""ChoDuyetCap1"", MaNhanVien in Filter(NguoiDung, MaQuanLy = varCurrentUser.MaNhanVien).MaNhanVien), ""DIRECTOR"", TrangThai in [""ChoDuyetCap2"", ""ChoDuyetCap3""], ""CEO"", TrangThai = ""ChoDuyetCap3"", ""HR"", TrangThai in [""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3"", ""DaDuyet""], false))); Set(varSelectedRequest, {}); Set(varShowApprovalModal, false); Set(varApprovalComment, """"); Set(varIsProcessing, false); Set(varFilterStatus, ""All"")","UnquotedControlWithSpecialChars","MaNhanVien in","7.1","Control name with special characters must be wrapped in single quotes","Use 'MaNhanVien in' instead of MaNhanVien in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\ApprovalScreen_SharePoint.yaml","5","OnVisible: =Set(varActiveScreen, ""Approval""); Set(varCurrentUser, LookUp(NguoiDung, Email = User().Email)); Set(varUserPermissions, LookUp(VaiTro, MaVaiTro = varCurrentUser.MaVaiTro).CacQuyen); Set(varApprovalWorkflow, Filter(QuyTrinhDuyet, And(MaDonVi = varCurrentUser.MaDonVi, DangHoatDong = true))); Set(varMyApprovalLevel, Switch(varCurrentUser.MaVaiTro, ""MANAGER"", 1, ""DIRECTOR"", 2, ""CEO"", 3, ""HR"", 99, 0)); Set(varPendingRequests, Filter(DonNghiPhep, Switch(varCurrentUser.MaVaiTro, ""MANAGER"", And(TrangThai = ""ChoDuyetCap1"", MaNhanVien in Filter(NguoiDung, MaQuanLy = varCurrentUser.MaNhanVien).MaNhanVien), ""DIRECTOR"", TrangThai in [""ChoDuyetCap2"", ""ChoDuyetCap3""], ""CEO"", TrangThai = ""ChoDuyetCap3"", ""HR"", TrangThai in [""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3"", ""DaDuyet""], false))); Set(varSelectedRequest, {}); Set(varShowApprovalModal, false); Set(varApprovalComment, """"); Set(varIsProcessing, false); Set(varFilterStatus, ""All"")","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\ApprovalScreen_SharePoint.yaml","5","OnVisible: =Set(varActiveScreen, ""Approval""); Set(varCurrentUser, LookUp(NguoiDung, Email = User().Email)); Set(varUserPermissions, LookUp(VaiTro, MaVaiTro = varCurrentUser.MaVaiTro).CacQuyen); Set(varApprovalWorkflow, Filter(QuyTrinhDuyet, And(MaDonVi = varCurrentUser.MaDonVi, DangHoatDong = true))); Set(varMyApprovalLevel, Switch(varCurrentUser.MaVaiTro, ""MANAGER"", 1, ""DIRECTOR"", 2, ""CEO"", 3, ""HR"", 99, 0)); Set(varPendingRequests, Filter(DonNghiPhep, Switch(varCurrentUser.MaVaiTro, ""MANAGER"", And(TrangThai = ""ChoDuyetCap1"", MaNhanVien in Filter(NguoiDung, MaQuanLy = varCurrentUser.MaNhanVien).MaNhanVien), ""DIRECTOR"", TrangThai in [""ChoDuyetCap2"", ""ChoDuyetCap3""], ""CEO"", TrangThai = ""ChoDuyetCap3"", ""HR"", TrangThai in [""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3"", ""DaDuyet""], false))); Set(varSelectedRequest, {}); Set(varShowApprovalModal, false); Set(varApprovalComment, """"); Set(varIsProcessing, false); Set(varFilterStatus, ""All"")","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\ApprovalScreen_SharePoint.yaml","488","And(varMyApprovalLevel = 2, ThisItem.TrangThai in [""ChoDuyetCap2"", ""ChoDuyetCap3""]),","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\MyLeavesScreen_SharePoint.yaml","18","NotificationCount: =CountRows(Filter(varMyLeaveRequests, TrangThai in [""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""]))","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\MyLeavesScreen_SharePoint.yaml","201","Items: =[""NgayTao Desc"", ""NgayTao Asc"", ""NgayBatDau Desc"", ""NgayBatDau Asc"", ""TrangThai""]","UnquotedControlWithSpecialChars","NgayTao Desc","7.1","Control name with special characters must be wrapped in single quotes","Use 'NgayTao Desc' instead of NgayTao Desc"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\MyLeavesScreen_SharePoint.yaml","201","Items: =[""NgayTao Desc"", ""NgayTao Asc"", ""NgayBatDau Desc"", ""NgayBatDau Asc"", ""TrangThai""]","UnquotedControlWithSpecialChars","NgayTao Asc","7.1","Control name with special characters must be wrapped in single quotes","Use 'NgayTao Asc' instead of NgayTao Asc"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\MyLeavesScreen_SharePoint.yaml","201","Items: =[""NgayTao Desc"", ""NgayTao Asc"", ""NgayBatDau Desc"", ""NgayBatDau Asc"", ""TrangThai""]","UnquotedControlWithSpecialChars","NgayBatDau Desc","7.1","Control name with special characters must be wrapped in single quotes","Use 'NgayBatDau Desc' instead of NgayBatDau Desc"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\MyLeavesScreen_SharePoint.yaml","201","Items: =[""NgayTao Desc"", ""NgayTao Asc"", ""NgayBatDau Desc"", ""NgayBatDau Asc"", ""TrangThai""]","UnquotedControlWithSpecialChars","NgayBatDau Asc","7.1","Control name with special characters must be wrapped in single quotes","Use 'NgayBatDau Asc' instead of NgayBatDau Asc"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\MyLeavesScreen_SharePoint.yaml","202","Default: =""NgayTao Desc""","UnquotedControlWithSpecialChars","NgayTao Desc","7.1","Control name with special characters must be wrapped in single quotes","Use 'NgayTao Desc' instead of NgayTao Desc"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\MyLeavesScreen_SharePoint.yaml","472","Visible: =ThisItem.TrangThai in [""ChoDuyetCap1""]","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\MyLeavesScreen_SharePoint.yaml","490","Visible: =ThisItem.TrangThai in [""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""]","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","5","OnVisible: =Set(varActiveScreen, ""Calendar""); Set(varCurrentUser, LookUp(NguoiDung, Email = User().Email)); Set(varSelectedMonth, Month(Today())); Set(varSelectedYear, Year(Today())); Set(varCalendarDate, Date(varSelectedYear, varSelectedMonth, 1)); Set(varDaysInMonth, Day(DateAdd(DateAdd(varCalendarDate, 1, TimeUnit.Months), -1, TimeUnit.Days))); Set(varFirstDayOfWeek, Weekday(varCalendarDate, StartOfWeek.Monday)); Set(varTotalWeeks, RoundUp((varDaysInMonth + varFirstDayOfWeek - 1) / 7, 0)); Set(varCalendarView, ""Team""); Set(varSelectedDepartment, varCurrentUser.MaDonVi); Set(varTeamMembers, Filter(NguoiDung, And(MaDonVi = varSelectedDepartment, TrangThai = ""HoatDong""))); Set(varMonthLeaves, Filter(DonNghiPhep, And(NgayBatDau <= DateAdd(varCalendarDate, 1, TimeUnit.Months), NgayKetThuc >= varCalendarDate, TrangThai in [""DaDuyet"", ""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""], Switch(varCalendarView, ""Team"", MaNhanVien in varTeamMembers.MaNhanVien, ""Department"", MaNhanVien in Filter(NguoiDung, MaDonVi = varSelectedDepartment).MaNhanVien, ""All"", true, ""Personal"", MaNhanVien = varCurrentUser.MaNhanVien, true)))); Set(varHolidays, Filter(NgayLe, Nam = varSelectedYear)); Set(varSelectedDate, Today()); Set(varShowDayDetails, false); Set(varDayLeaves, [])","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","5","OnVisible: =Set(varActiveScreen, ""Calendar""); Set(varCurrentUser, LookUp(NguoiDung, Email = User().Email)); Set(varSelectedMonth, Month(Today())); Set(varSelectedYear, Year(Today())); Set(varCalendarDate, Date(varSelectedYear, varSelectedMonth, 1)); Set(varDaysInMonth, Day(DateAdd(DateAdd(varCalendarDate, 1, TimeUnit.Months), -1, TimeUnit.Days))); Set(varFirstDayOfWeek, Weekday(varCalendarDate, StartOfWeek.Monday)); Set(varTotalWeeks, RoundUp((varDaysInMonth + varFirstDayOfWeek - 1) / 7, 0)); Set(varCalendarView, ""Team""); Set(varSelectedDepartment, varCurrentUser.MaDonVi); Set(varTeamMembers, Filter(NguoiDung, And(MaDonVi = varSelectedDepartment, TrangThai = ""HoatDong""))); Set(varMonthLeaves, Filter(DonNghiPhep, And(NgayBatDau <= DateAdd(varCalendarDate, 1, TimeUnit.Months), NgayKetThuc >= varCalendarDate, TrangThai in [""DaDuyet"", ""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""], Switch(varCalendarView, ""Team"", MaNhanVien in varTeamMembers.MaNhanVien, ""Department"", MaNhanVien in Filter(NguoiDung, MaDonVi = varSelectedDepartment).MaNhanVien, ""All"", true, ""Personal"", MaNhanVien = varCurrentUser.MaNhanVien, true)))); Set(varHolidays, Filter(NgayLe, Nam = varSelectedYear)); Set(varSelectedDate, Today()); Set(varShowDayDetails, false); Set(varDayLeaves, [])","UnquotedControlWithSpecialChars","MaNhanVien in","7.1","Control name with special characters must be wrapped in single quotes","Use 'MaNhanVien in' instead of MaNhanVien in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","5","OnVisible: =Set(varActiveScreen, ""Calendar""); Set(varCurrentUser, LookUp(NguoiDung, Email = User().Email)); Set(varSelectedMonth, Month(Today())); Set(varSelectedYear, Year(Today())); Set(varCalendarDate, Date(varSelectedYear, varSelectedMonth, 1)); Set(varDaysInMonth, Day(DateAdd(DateAdd(varCalendarDate, 1, TimeUnit.Months), -1, TimeUnit.Days))); Set(varFirstDayOfWeek, Weekday(varCalendarDate, StartOfWeek.Monday)); Set(varTotalWeeks, RoundUp((varDaysInMonth + varFirstDayOfWeek - 1) / 7, 0)); Set(varCalendarView, ""Team""); Set(varSelectedDepartment, varCurrentUser.MaDonVi); Set(varTeamMembers, Filter(NguoiDung, And(MaDonVi = varSelectedDepartment, TrangThai = ""HoatDong""))); Set(varMonthLeaves, Filter(DonNghiPhep, And(NgayBatDau <= DateAdd(varCalendarDate, 1, TimeUnit.Months), NgayKetThuc >= varCalendarDate, TrangThai in [""DaDuyet"", ""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""], Switch(varCalendarView, ""Team"", MaNhanVien in varTeamMembers.MaNhanVien, ""Department"", MaNhanVien in Filter(NguoiDung, MaDonVi = varSelectedDepartment).MaNhanVien, ""All"", true, ""Personal"", MaNhanVien = varCurrentUser.MaNhanVien, true)))); Set(varHolidays, Filter(NgayLe, Nam = varSelectedYear)); Set(varSelectedDate, Today()); Set(varShowDayDetails, false); Set(varDayLeaves, [])","UnquotedControlWithSpecialChars","MaNhanVien in","7.1","Control name with special characters must be wrapped in single quotes","Use 'MaNhanVien in' instead of MaNhanVien in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","18","NotificationCount: =CountRows(Filter(varMonthLeaves, TrangThai in [""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""]))","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","88","OnClick: =Set(varSelectedMonth, varSelectedMonth - 1); If(varSelectedMonth < 1, Set(varSelectedMonth, 12); Set(varSelectedYear, varSelectedYear - 1)); Set(varCalendarDate, Date(varSelectedYear, varSelectedMonth, 1)); Set(varDaysInMonth, Day(DateAdd(DateAdd(varCalendarDate, 1, TimeUnit.Months), -1, TimeUnit.Days))); Set(varFirstDayOfWeek, Weekday(varCalendarDate, StartOfWeek.Monday)); Set(varTotalWeeks, RoundUp((varDaysInMonth + varFirstDayOfWeek - 1) / 7, 0)); Set(varMonthLeaves, Filter(DonNghiPhep, And(NgayBatDau <= DateAdd(varCalendarDate, 1, TimeUnit.Months), NgayKetThuc >= varCalendarDate, TrangThai in [""DaDuyet"", ""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""], Switch(varCalendarView, ""Team"", MaNhanVien in varTeamMembers.MaNhanVien, ""Department"", MaNhanVien in Filter(NguoiDung, MaDonVi = varSelectedDepartment).MaNhanVien, ""All"", true, ""Personal"", MaNhanVien = varCurrentUser.MaNhanVien, true)))); Set(varHolidays, Filter(NgayLe, Nam = varSelectedYear))","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","88","OnClick: =Set(varSelectedMonth, varSelectedMonth - 1); If(varSelectedMonth < 1, Set(varSelectedMonth, 12); Set(varSelectedYear, varSelectedYear - 1)); Set(varCalendarDate, Date(varSelectedYear, varSelectedMonth, 1)); Set(varDaysInMonth, Day(DateAdd(DateAdd(varCalendarDate, 1, TimeUnit.Months), -1, TimeUnit.Days))); Set(varFirstDayOfWeek, Weekday(varCalendarDate, StartOfWeek.Monday)); Set(varTotalWeeks, RoundUp((varDaysInMonth + varFirstDayOfWeek - 1) / 7, 0)); Set(varMonthLeaves, Filter(DonNghiPhep, And(NgayBatDau <= DateAdd(varCalendarDate, 1, TimeUnit.Months), NgayKetThuc >= varCalendarDate, TrangThai in [""DaDuyet"", ""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""], Switch(varCalendarView, ""Team"", MaNhanVien in varTeamMembers.MaNhanVien, ""Department"", MaNhanVien in Filter(NguoiDung, MaDonVi = varSelectedDepartment).MaNhanVien, ""All"", true, ""Personal"", MaNhanVien = varCurrentUser.MaNhanVien, true)))); Set(varHolidays, Filter(NgayLe, Nam = varSelectedYear))","UnquotedControlWithSpecialChars","MaNhanVien in","7.1","Control name with special characters must be wrapped in single quotes","Use 'MaNhanVien in' instead of MaNhanVien in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","88","OnClick: =Set(varSelectedMonth, varSelectedMonth - 1); If(varSelectedMonth < 1, Set(varSelectedMonth, 12); Set(varSelectedYear, varSelectedYear - 1)); Set(varCalendarDate, Date(varSelectedYear, varSelectedMonth, 1)); Set(varDaysInMonth, Day(DateAdd(DateAdd(varCalendarDate, 1, TimeUnit.Months), -1, TimeUnit.Days))); Set(varFirstDayOfWeek, Weekday(varCalendarDate, StartOfWeek.Monday)); Set(varTotalWeeks, RoundUp((varDaysInMonth + varFirstDayOfWeek - 1) / 7, 0)); Set(varMonthLeaves, Filter(DonNghiPhep, And(NgayBatDau <= DateAdd(varCalendarDate, 1, TimeUnit.Months), NgayKetThuc >= varCalendarDate, TrangThai in [""DaDuyet"", ""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""], Switch(varCalendarView, ""Team"", MaNhanVien in varTeamMembers.MaNhanVien, ""Department"", MaNhanVien in Filter(NguoiDung, MaDonVi = varSelectedDepartment).MaNhanVien, ""All"", true, ""Personal"", MaNhanVien = varCurrentUser.MaNhanVien, true)))); Set(varHolidays, Filter(NgayLe, Nam = varSelectedYear))","UnquotedControlWithSpecialChars","MaNhanVien in","7.1","Control name with special characters must be wrapped in single quotes","Use 'MaNhanVien in' instead of MaNhanVien in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","128","OnClick: =Set(varSelectedMonth, varSelectedMonth + 1); If(varSelectedMonth > 12, Set(varSelectedMonth, 1); Set(varSelectedYear, varSelectedYear + 1)); Set(varCalendarDate, Date(varSelectedYear, varSelectedMonth, 1)); Set(varDaysInMonth, Day(DateAdd(DateAdd(varCalendarDate, 1, TimeUnit.Months), -1, TimeUnit.Days))); Set(varFirstDayOfWeek, Weekday(varCalendarDate, StartOfWeek.Monday)); Set(varTotalWeeks, RoundUp((varDaysInMonth + varFirstDayOfWeek - 1) / 7, 0)); Set(varMonthLeaves, Filter(DonNghiPhep, And(NgayBatDau <= DateAdd(varCalendarDate, 1, TimeUnit.Months), NgayKetThuc >= varCalendarDate, TrangThai in [""DaDuyet"", ""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""], Switch(varCalendarView, ""Team"", MaNhanVien in varTeamMembers.MaNhanVien, ""Department"", MaNhanVien in Filter(NguoiDung, MaDonVi = varSelectedDepartment).MaNhanVien, ""All"", true, ""Personal"", MaNhanVien = varCurrentUser.MaNhanVien, true)))); Set(varHolidays, Filter(NgayLe, Nam = varSelectedYear))","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","128","OnClick: =Set(varSelectedMonth, varSelectedMonth + 1); If(varSelectedMonth > 12, Set(varSelectedMonth, 1); Set(varSelectedYear, varSelectedYear + 1)); Set(varCalendarDate, Date(varSelectedYear, varSelectedMonth, 1)); Set(varDaysInMonth, Day(DateAdd(DateAdd(varCalendarDate, 1, TimeUnit.Months), -1, TimeUnit.Days))); Set(varFirstDayOfWeek, Weekday(varCalendarDate, StartOfWeek.Monday)); Set(varTotalWeeks, RoundUp((varDaysInMonth + varFirstDayOfWeek - 1) / 7, 0)); Set(varMonthLeaves, Filter(DonNghiPhep, And(NgayBatDau <= DateAdd(varCalendarDate, 1, TimeUnit.Months), NgayKetThuc >= varCalendarDate, TrangThai in [""DaDuyet"", ""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""], Switch(varCalendarView, ""Team"", MaNhanVien in varTeamMembers.MaNhanVien, ""Department"", MaNhanVien in Filter(NguoiDung, MaDonVi = varSelectedDepartment).MaNhanVien, ""All"", true, ""Personal"", MaNhanVien = varCurrentUser.MaNhanVien, true)))); Set(varHolidays, Filter(NgayLe, Nam = varSelectedYear))","UnquotedControlWithSpecialChars","MaNhanVien in","7.1","Control name with special characters must be wrapped in single quotes","Use 'MaNhanVien in' instead of MaNhanVien in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","128","OnClick: =Set(varSelectedMonth, varSelectedMonth + 1); If(varSelectedMonth > 12, Set(varSelectedMonth, 1); Set(varSelectedYear, varSelectedYear + 1)); Set(varCalendarDate, Date(varSelectedYear, varSelectedMonth, 1)); Set(varDaysInMonth, Day(DateAdd(DateAdd(varCalendarDate, 1, TimeUnit.Months), -1, TimeUnit.Days))); Set(varFirstDayOfWeek, Weekday(varCalendarDate, StartOfWeek.Monday)); Set(varTotalWeeks, RoundUp((varDaysInMonth + varFirstDayOfWeek - 1) / 7, 0)); Set(varMonthLeaves, Filter(DonNghiPhep, And(NgayBatDau <= DateAdd(varCalendarDate, 1, TimeUnit.Months), NgayKetThuc >= varCalendarDate, TrangThai in [""DaDuyet"", ""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""], Switch(varCalendarView, ""Team"", MaNhanVien in varTeamMembers.MaNhanVien, ""Department"", MaNhanVien in Filter(NguoiDung, MaDonVi = varSelectedDepartment).MaNhanVien, ""All"", true, ""Personal"", MaNhanVien = varCurrentUser.MaNhanVien, true)))); Set(varHolidays, Filter(NgayLe, Nam = varSelectedYear))","UnquotedControlWithSpecialChars","MaNhanVien in","7.1","Control name with special characters must be wrapped in single quotes","Use 'MaNhanVien in' instead of MaNhanVien in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","194","Visible: =varCalendarView in [""Department"", ""All""] And varCurrentUser.MaVaiTro in [""HR"", ""ADMIN"", ""DIRECTOR""]","UnquotedControlWithSpecialChars","varCalendarView in","7.1","Control name with special characters must be wrapped in single quotes","Use 'varCalendarView in' instead of varCalendarView in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","194","Visible: =varCalendarView in [""Department"", ""All""] And varCurrentUser.MaVaiTro in [""HR"", ""ADMIN"", ""DIRECTOR""]","UnquotedControlWithSpecialChars","And varCurrentUser","7.1","Control name with special characters must be wrapped in single quotes","Use 'And varCurrentUser' instead of And varCurrentUser"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\CalendarScreen_SharePoint.yaml","194","Visible: =varCalendarView in [""Department"", ""All""] And varCurrentUser.MaVaiTro in [""HR"", ""ADMIN"", ""DIRECTOR""]","UnquotedControlWithSpecialChars","MaVaiTro in","7.1","Control name with special characters must be wrapped in single quotes","Use 'MaVaiTro in' instead of MaVaiTro in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LoginScreen_SharePoint.yaml","51","Text: =""AsiaShine Leave Management""","UnquotedControlWithSpecialChars","AsiaShine Leave","7.1","Control name with special characters must be wrapped in single quotes","Use 'AsiaShine Leave' instead of AsiaShine Leave"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LoginScreen_SharePoint.yaml","213","Text: =""Hoặc liên hệ IT Support:"" & "" "" & ""support@asiashine.com""","UnquotedControlWithSpecialChars","IT Support","7.1","Control name with special characters must be wrapped in single quotes","Use 'IT Support' instead of IT Support"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LoginScreen_SharePoint.yaml","270","Text: =""Version 2.0.0 SharePoint | Powered by Microsoft Power Platform""","UnquotedControlWithSpecialChars","Powered by","7.1","Control name with special characters must be wrapped in single quotes","Use 'Powered by' instead of Powered by"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LoginScreen_SharePoint.yaml","270","Text: =""Version 2.0.0 SharePoint | Powered by Microsoft Power Platform""","UnquotedControlWithSpecialChars","Microsoft Power","7.1","Control name with special characters must be wrapped in single quotes","Use 'Microsoft Power' instead of Microsoft Power"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LoginScreen_SharePoint.yaml","283","Text: =""© 2024 AsiaShine Technology Solutions. All rights reserved.""","UnquotedControlWithSpecialChars","AsiaShine Technology","7.1","Control name with special characters must be wrapped in single quotes","Use 'AsiaShine Technology' instead of AsiaShine Technology"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\LoginScreen_SharePoint.yaml","283","Text: =""© 2024 AsiaShine Technology Solutions. All rights reserved.""","UnquotedControlWithSpecialChars","All rights","7.1","Control name with special characters must be wrapped in single quotes","Use 'All rights' instead of All rights"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\ProfileScreen_SharePoint.yaml","28","NotificationCount: =CountRows(Filter(varUserLeaveHistory, TrangThai in [""ChoDuyetCap1"", ""ChoDuyetCap2"", ""ChoDuyetCap3""]))","UnquotedControlWithSpecialChars","TrangThai in","7.1","Control name with special characters must be wrapped in single quotes","Use 'TrangThai in' instead of TrangThai in"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\ProfileScreen_SharePoint.yaml","271","Variant: =If(varSelectedTab = ""Personal"" Or IsBlank(varSelectedTab), ""Primary"", ""Ghost"")","UnquotedControlWithSpecialChars","Or IsBlank","7.1","Control name with special characters must be wrapped in single quotes","Use 'Or IsBlank' instead of Or IsBlank"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\ProfileScreen_SharePoint.yaml","320","Visible: =varSelectedTab = ""Personal"" Or IsBlank(varSelectedTab)","UnquotedControlWithSpecialChars","Or IsBlank","7.1","Control name with special characters must be wrapped in single quotes","Use 'Or IsBlank' instead of Or IsBlank"
"K:\Workspace\PowerApp\PowerAppp_AppNghiPhep\src\Screens\ProfileScreen_SharePoint.yaml","441","Visible: =varUpdateSuccess Or Not(IsBlank(varUpdateError))","UnquotedControlWithSpecialChars","varUpdateSuccess Or","7.1","Control name with special characters must be wrapped in single quotes","Use 'varUpdateSuccess Or' instead of varUpdateSuccess Or"
